Sample	Category	
atcc		
atcc type strain		
attenuated, toxigenic, capsulated strain used as a livestock vaccine		
avirulent strain derived from its virulentparent strain h37		
b24, irri		
bacillus pumilus 7p		
bacterial culture		
bacterial isolates collected		
bacterial symbiont of heterorhabdismegidis nematodes		
bacteriome		
bacteriome of graphocephala coccinea		
bacteriomes of 5th instar sitophilus oryzae larvae		
bahia		
bal (mucoid strain)		
bangladesh		
barium solution		
barro colorado island		
basal glume rot on wheat and barley		
becker underwood company		
beira, mozambique		
belgian congo		
belgium congo		
binding flour		
biocatalytic ureolytic calcification reactor		
biocathode mcl		
biofilter treating arsenic-rich groundwater		
biofouled membrane		
biological		
biological sample		
biphenyl as a sole carbon source from the waste water		
bitter gout		
bl21(de3) for its improved ability to produce recombinant proteins (see: j mol biol		
black liquor from pulp mill stream		
body		
bohai seaside wetland		
both invasive disease and healthy carriers,		
brazil		
broviac blood		
bto:0000619		
buffer solution		
burning refuse coal pile from the friar tuck mine		
buttock abscess; community aquired		
callithrix jacchus		
cambium		
camellia sinensis (l		
cameron currie (currie@bact.wisc.edu)		
canada		
canadian peat with brassaiaactinphyllia		
cannula		
cape range national park		
cape town, south africa		
carcass		
carcass swab		
carcasses		
caries lesion		
carious dentine		
carriage		
carrier foodhandler		
case of botulism		
casein pipeline		
caseous abscess		
cases of blackleg disease		
cassava sour starch fermentation		
cattel		
caulobacter fwc20 culture		
cdc		
cell culture		
cell culture from sample originally received in 1967 from doctor lemcke r.m. collection (lister inst. of preventive medicine, london c.w.i.)		
cell culture of alexandrium minutum 1089		
cells separated from the host diatom r		
cellulitis		
cellulose digester		
cellulose fed anaerobic digester inoculated with sludge		
cellulosic biomass		
cephalic recording chamber		
cephalorachidian fluid		
charcoal		
cheerisan mountain (intern		
chemical and physical mutagen treatment of atcc 25486		
cheonggukjang		
chernozem soil		
chick feed		
chick paper		
chigee, is a broad antibacterial lactobacillus has strong antibacterial activity against gram-positive, gram-negative and fungi strains		
china		
china: tianjin		
china: zibo, shandong		
chinese petroleum corporation 77 kaoshiung refinery located in kaoshiung 78 city, taiwan		
chinese spacecraft shenzhou x		
chinhat, near lucknow		
chironomid egg mass		
chironomid egg mass, waste stabilization pond		
chloroethene-contaminated aquifer		
choana		
choanae		
chondroid		
chondroid lgp		
chronic cutaneous abcess associatedwith osteitis, 05/06		
citrus infected tissue		
clonal culture		
cloned isolate		
clothing factory worker from the kentucky/tennessee, usa, region		
clumps of grass along paths from an agricultural experimentation station.		
co-cultivation with the diatom phaeodactylum tricornutum strain utex 646		
co-culture of vampirovibrio chlorellavorus and chlorella vulgaris originally obtained from freshwater reservoir		
co-culture originated from a tropical freshwater lake		
cocoa bean fermentation		
cocoa bean heap fermentation		
cocoa fermentation		
cold abscess		
collected at a depth of 1 meter;isolated by plating on solid media		
collected between 2001-2002		
collected from farms and egg sources		
collected from saanich inlet		
colonized and infected humans and cattle		
colonoscopic sample		
combined push core samples #3730, #5133, and #5579 collected at hydrate ridge		
commensal		
commercial probiotic		
commercial probiotic 15		
commercial starter culture for fermented sausage		
common bean nodule but has a broad legume host range		
common laboratory strain		
community acquired		
community aquired		
community water supply storage tank		
complex microbiota associated with nostoc cyanobacterium colonies collected from wetlands above 3,000 m altitude in andes mountain range in north chile		
composite effluents		
composite fecal sample		
conjuctival		
conjugation and plant nodule		
contains an artificial insertion of tn916 between pcra and seq_1022		
contaminant growing on plates of cystobacter fuscus dsm 2262		
contaminant of a culture medium containing 25% nacl		
contaminant of a culture ofstreptomyces galilaeus		
contaminant of clostridium thermocellum strain lq8		
contaminated cellobiose stock bottle		
contaminated cellulose-agar platetsu:bac33:1111		
contaminated clostridium thermocellum strain lq8 culture		
contaminated commercial preparation ofcarboxipeptidase a		
contaminated flask		
contaminated plate		
contaminated site (chlorinated hydrocarbon)		
contaminated sites exposed to petrogenic chemicals		
coolant lubricant		
coonawarra, south australia, australia circa 1994		
copper-contaminated sediment from a lake		
cord blood		
corroded artesian bore		
corroded artesian bore well		
costa rica		
cotton-waste compost		
cough plate		
crachat		
crambe crambe sponge		
cream		
crenomytilus grayanus		
creosote contaminated site		
cryoconite		
cryogenic tubes used for collecting airsamples from high altitudes		
crystal cave (limestone)		
crystal cave, a limestone cave		
csu		
culex quinquefasciatus		
culture		
culture containing one eukaryotic species and its associated bacterial epibionts isolated from marine sediment		
culture contaminant		
culture from dental plaque samples submitted by extramural dentists to the oral microbiology testing laboratory at the hermans ostrow school of dentistry of usc. it is presumably from a periodontally diseased subjects but the periodontal diagnosis is unknown.		
culture media		
culture of e. coli that spent 17 days in space aboard the shenzhou 8 spacecraft		
culture of enterococcus faecium cgmcc 1.2136 that spent 17 days in space aboard the shenzhou 8 spacecraft		
culture of mccp chinese m1601		
culture of the dinoflagellate pfiesteria piscicida ccmp1830 which has been implicated		
culture of the marine dimethylsulfoniopropionate (dmsp)-producing coccolithophorid emiliania huxleyi after erichment on dimethyl sulfide (dms)		
culture sent to space aboard the shenzhou-8 spacecraft		
cultured habitat		
cupola wall of international space station		
curette		
cutaneous abscess		
cutaneous ulcer		
cutting board		
cvc		
cvp blood		
cytoplasm of a fungal host		
d		
daechung reservoir		
darcocystitis		
debris flow		
decayed, red-colored wood collected onthe shore of soap lake		
decaying log present		
decaying manure		
decaying wood		
decubitus		
decubitus ulcer		
deep artesian well		
deep liver		
deep subsurface		
deep subsurface anoxic brine		
deep subsurface sample (2000 m below the surface) taken from a core hole at the piceance basin, colorado, usa		
deep subsurface sandstone core		
deep terrestrial hot aquifer		
deep wound		
degrading bacterial consortium of plant biomass		
dejecta of children		
deli		
denmark		
deposited to bei by dr. diane ordway,colorado state university		
depth of 10 meters		
depth of 1100 meters		
derivative of strain h37		
derivative of strain il594 isolated from a cheese starter culture.		
derived from atcc 27184		
derived from cip 106327 (collection de l'institute pasteur, paris, france)		
derived from clinical isolate atcc 14028		
derived from salmonella enterica subsp. enterica serovar typhimurium str. lt2		
derived from strain msb8		
derived from strain w1485, which was derived by joshua lederberg from the original k-12 isolate obtained from a patient in 1922		
dh10 (which was derived from mc1061 which		
different hospitals		
different locations		
different locations will provide opportunities to assess secondary metabolite biosynthetic potential prior to fermentation or chemical analysis		
different locations will provide opportunities to assess the ¿¿¿¿secondary metabolome¿¿¿¿ of a well-defined bacterial lineage and to better understand pathway evolution and how it generates structural complexity		
different locations will provide opportunities to assess the ¿¿secondary metabolome¿¿ of a well-defined bacterial lineage and to better understand pathway evolution and how it generates structural complexity		
different locations will provide opportunities to assess the ¿secondary metabolome¿ of a well-defined bacterial lineage and to better understand pathway evolution and how it generates structural complexity		
digestive tract		
digital lesion		
dining table of international space station		
dinoflagellate		
discarded cervico-vaginal swab		
disease case		
diseased cotton seed and lint tissue		
disected bacteriome		
dissected bacteriome from the mealybug planococcus citri (risso)		
dissected gut		
distal midgut region v4		
distillery japungu of norteast brazil		
distribution center		
diverse habitats including permafrost, microbial mats (antarctica), glacial ice, marine water, hot springs, and food-processing plants		
dodecantheon pulchellum		
dog chew		
dolo wort		
dr arnold smith		
dr m upton's culture collection		
drain		
drain fluid		
drainage		
drainage fluid		
drainage jackson pratt		
drill cuttings		
drip-tray, air conditioning unit, hospital		
dripping water of limestone cave		
droppings		
dual media filters at the ann arbor, michigan drinking water treatment plant		
dune grassland		
duodenal mucosa		
dusel		
e-waste recycling site		
e. sharpe, nrrl		
east pacific ridge		
easy flow		
echimyidae		
edta blood sample		
effective nodules		
effluent treatment plant		
electroplating industrial effluent		
electroporation of y pestis kim6+ in pcd1ap+		
elevator		
encrusting pore coral		
endemic region and a sporadic outbreak		
endophyte		
endophyte isolated from ethnomedical plant collected from sandy land		
endophytic bacterium isolated from yellow lupine		
endoscope		
endoscope washer-disinfector		
endosymbiont of mortierella elongata		
england		
enrichment culture		
enrichment culture from feces		
enrichment culture from gut homogenate		
enrichment culture hlucc-a from microbial mat sample; contains cyanobacterium phormidesmis priestleyi ana and associated heterotrophs		
enrichment culture hlucc-o from microbial mat sample; contains cyanobacterium phormidium oscr and associated heterotrophs		
enrichment culture inoculated from microbial mat taken from cave lake water sample and incubated with methylated amine as carbon substrate		
enrichment culture inoculated with black band disease microbial mat		
enrichment culture inoculated with cave lake water with methylated amine as carbon substrate		
enrichment culture inoculated with rumen contents from bos taurus grown on rm02 media supplemented with sodium acetate, sodium formate, trimethylamine, methanol and yeast extract.		
enrichment culture inoculated with rumen fluid from bos taurus		
enrichment cultures hlucc-a and hlucc-o from microbial mat sample		
enrichment experiment selecting for strains that can degrade poly(ethylene terephthalate) (pet) from sea water collected from the first metre below the water’s surface from st		
enteral feeding tube		
enteral feeding tube isolate		
enteritis		
entomopathogenic nematode oscheius sp. mcb living in soil		
entomopathogenic nematodes		
enviornmental swab		
envirnoment		
environemnt		
environment		
environment contaminated by homo sapiens patients		
environmental		
environmental (chicken fluff)-outbreak		
environmental dairy, floor drain		
environmental isolate		
environmental isolate from a soft cheese manufacturing facility		
environmental niches and also constitute emergent nosocomial opportunistic pathogens		
environmental sample		
environmental samples		
environmental samples, isolated		
environmental sponge		
environmental swab		
envo:00002011		
envo:feces		
enzootic (affecting animals		
epidemic		
epidemic in china in the 1950s		
epidermis		
epilithon		
equatorial guinea and was isolated from caseous matherial found		
equilis strepe vaccine msd		
erosive bamboo slips of kingdom wu		
esomus swaison, whole frozen raw		
ethmoid sinus		
european perch intestine		
european space agency estec hydrafacility clean room surface		
evaporator		
evaporator (last effect) - liquid (wip)		
evolved from bacillus substilis cicc20034; selected in the medium with tributyrin as the sole carbon source		
exercise bar		
exit door handle from an indoor track field house		
explosive-contaminated site		
extreme environment using an additional step of enrichment and has nine different cry genes and 7 toxin genes and shows efficacy against lepidopteran insects		
exudate from pericoronitis associated with a third molar		
exudate from ulcer		
farm		
farm environment		
farmland		
fascia		
feed raw material		
feedlot; body_site: lung; sample_type: lung specimen		
ferromanganese (femn) nodules		
fever		
few separated cells obtained by facs sorting: dna amplified by mda; pinacoderm		
field		
field isolate		
field isolate from a case of swine typhoid in the united kingdom		
field of oryza sativa		
filter from dairy farm		
final product		
final product sales (animal origin)		
finnish om study group		
finnish recreational lakes: aeromonas finlandiensis , aeromonas lacus and aeromonas aquatica (4287dt, ae235t and ae122t)		
fishmeal		
fl, usa		
flat, laminated microbial mat in a salt marsh		
flow cytometry enriched sample fromscripps pier surface waters		
fluid		
fluidized-bed reactor treating acidic water containing metal and sulfate		
foetal tissue		
foetus		
formula feed		
fouled membranes surface		
four single thiovulum cells collected from elkhorn slough		
france		
freeze-dried stock		
french guiana and also belongs to phylotype i, is well characterized		
fresh-cut produce processing plant		
freshly collected samples and their whole genome amplified during two separate sessions (december 2008 and february 2009)		
frog food		
from a pectin-limited, continuous culture of clostridium thermosaccharolyticum		
from atcc 14067 by mutation breeding		
from bioethanol production,		
from galleria mellonella fed withinoculated heterorhabditis bacteriophora nbaii hb105		
from pobuzih, fermented cummingcordia		
frozen stocks		
fuel ethanol production facility		
fuel tank		
fujian academy of agricultural sciences		
fujian, china		
furunculosis, st80 pvl carrier, family cluster ssti		
galleria mellonella hemolymph		
gamma proteobacterial sulfur oxidizing clade		
gangrenous ewe mastitis; ovine		
ganjiahu, china		
gate		
geert huys, bccm/lmg bacteria collection, ghent university, belgium; human lymph node tissue		
geert huys, bccm/lmg bacteria collection, ghent university, belgium; middle ear fluids of child with persistent otitis media with effusion		
genetically modified		
genital		
genome shuffling		
genome-engineered strain		
genomic dna		
georgia, united states		
geothermal marine area near vulcano, italy		
geothermally active underground mine		
geothermally heated, continental, lowsalinity fields		
glabella		
glacial foreland till		
glacier cryoconite		
glass sponge collected from seamount of south china sea		
glass surface		
gluteal crease		
glycerine		
glycine hispida		
gold mine		
granular activated carbon		
granuloma		
granulomatous lesion		
grape xylem sap		
gravel material from soured oil reservoir		
green alder (alnus crispa) growing		
green macroalage		
greenhouse population of f. occidentalis		
greenhouse population of frankliniella occidentalis		
greensboro, alabama		
grenache		
grey microbial mat colonizing the runoff channel created by the waters of the new lorne bore well		
grey microbial mat colonizing the waters emitted from the new lorne bore well (rn 17263)		
grinding machine coolant fluid		
grown in culture and sent on a short-term space flight		
guanajuato/mexico and was isolated from caseous matherial found		
guangdong, china		
guangxi, china		
guangzhou mango		
guano		
guaymas hot vents		
guizhou, china		
gulf coast isolate		
gut		
gut contents		
gut tissue		
guttural pouch		
h		
haematoma gall bladder		
hainan, china		
haiti was found to be resistant to additional antimicrobials compared with previous isolates from the ongoing outbreak		
halscysta		
hammock on ucd quad		
hangzhou, chinain 2013		
head kidney		
health products		
healthy theobroma cacao l		
heart		
heart and liver		
heart valve		
heart, liver		
heavily fouled and necrotic sponge specimen		
hemicentrotus pulcherrimus		
hemolymph		
heron rookery		
heshiko		
heterodon nasicus		
hexachlorocyclhexan (hch) dump site		
high lso titer potato psyllids		
high-temperature compost, pr china		
highly polluted aquifer		
hilar lymph node		
host-1		
host-2		
hot station aloha, north pacific sub-tropical gyre		
hot swamp from kunashir island, russia		
huhan, china		
hummingbird feeder		
hutchinsia alpina		
hydraulically fractured well fluid		
hydraulically fractured well fluid at timepoint_13		
hydraulically fractured well fluid at timepoint_328		
hydraulically fractured well fluid at timepoint_82		
hydrocarbon contaminated sand		
hydrocarbon-contaminated site for its ability to degrade chloroform		
hydrocarbons-contaminated drill cuttings, which could degrade polycyclic aromatic hydrocarbons (pahs)		
hydroponic pots with potatoes		
hydrothermal area		
hydrothermal fluid		
hydrothermal pool		
hydrothermal pool (sand/gravel)		
hydrothermal sediments		
hydrothermal sediments grown in hydrogenotrophic sulfate-reducing enrichment at 60 degrees celsius		
hydrothermal sulfide sample in thesouthwest indian ridge		
hydrothermal vent		
hydrothermal vent -3000 m		
hydrothermal vent area; 1650 m depth		
hydrothermal vent at a depth of 1300 m from the lo'ihi seamount southeast of hawaii		
hydrothermal vent chimney		
hydrothermal vent fluid from an undersea volcano		
hydrothermal vent site and it has been described to effectively degrade chitin debris and therefore is considered to play a major role		
hypolithon		
hypothenar palm		
i.v. cannula		
ice core		
idrija mercury mine area (slovenia)		
ikaite		
ikaite tufa columns		
illumina reads and contains 2 complete chromosomes, 3 complete plasmids and 2 incomplete plasmids that share long perfect overlaps, so are present as 6 contigs		
immature compost filter cake		
imperial geyser, near vegetative/sediment and waters edge		
impetigo lesion		
in lab		
in natura meat		
in situ uranium bioremediation experiment		
in vitro		
in vitro substrate		
incubations of natural bacterial assemblages with thalassiosira weissflogii detritus		
indegeniously feremented milk product dahi		
indonesia		
indonesia, 1991		
indonesian tempeh		
indoor environment		
indoor environmental surface		
indoor water fountain		
industrial bioleaching solution		
industrial building air scrubber liquid		
industrial building air scrubber surface		
industrial cheese starter		
industrial cooling tower		
industrial effluent		
industrial effluent contaminated site		
industrial sources		
industrial starch		
industrial starch water		
industrial starter culture		
industrial waste (mud)		
industrialized product		
influent of drinking water plant		
infrarenal artery		
inner leaf tissues of oil palm (elaeis guineensis jacq		
inner tissues		
inner tissues of halophyte limonium sinense (girard) kuntze		
intact peach fruit, variety snow king		
internal organs		
invasive		
invasive case		
invasive disease		
invasive disease case		
invasive isolates		
ionic-liquid pretreated feedstock adapted compost from compost facility		
irish peat and was originally classified as thermomonospora viridis		
iron-rich microbial mat from school street marsh		
iso-alkane degrading methanogenic enrichment culture from athabasca tailings sands		
isofemale line of acyrthosiphon kondoi (blue alfalfa aphid)		
isofemale line of uroleucon ambrosiae str. ua002 (brown ambrosia aphid)		
isolate		
isolate from industry		
isolate obtained from atcc:7955 nca 3679 preserved in 1961		
isolate obtained from atcc:7955 nca 3679 produced in 1990		
isolate obtained from atcc:7955 nca 3679 produced in 2007		
isolate obtained from campbell's soup company		
isolate obtained from the eric a. johnson laboratory at the university of wisconsin-madison		
isolate obtained from the fda		
isolate obtained from the national food laboratory		
isolated after culturing directly froman atcc vial labeled baa-334		
isolated as a contaminant of a culture of giardia duodenalis		
isolated by cultivation in sme medium under anaerobic conditions at 100Â°c from a black smoker chimney fragment		
isolated from  0.8micron filter from seawater collected april 9, 2009, from 1m depth in the scripps institution of oceanography pier		
isolated from a bone infection		
isolated from a burrow of otospermophilus beecheyi		
isolated from culture of pyramimonas gelidicola established from the antarctic		
isolated from deep sea hydrothermal vent as sulfur oxidizer in the galapagos rift		
isolated from slime streamers and attached to pyrite surfaces at a sulfide ore body		
isolated from water of a pilottreatment plant for acidic mine drainage		
isolated in suburban area		
isolated soy protein		
isolation_source		
itra-abdominal tract infection		
ivc sample		
ixodes scapularis		
japan		
japanese kaiwere shoots		
jaw		
jaw abscess		
jejunal aspirate		
joao xavier, mskcc		
jugular catheter		
juvenile turbot (scophthalmus maximus), gastrointestinal tracts		
kaanga wai		
kaburazushi		
kairei hydrothermal field, centralindian ridge		
kaist		
kaolin clays		
karstic limestone		
kebap		
keratitis pateins		
kheer mix		
kidney preservation fluid		
kimberlee musser, dsmz		
king george island		
knife		
korea		
korean alcohol fermentation starter , nuruk		
koumiss		
kumamoto, japan		
kuril islands		
kyoto		
l colon		
l4 methanol sip enrichment; time point1; heavy dna		
lab		
lab collection		
lab culture euplotes raikovi		
lab enrichment culture in anaerobicmedium		
lab mutant - 3 mm copper		
lab mutant - 4 mm copper		
lab mutation of atcc 17978		
lab overhead 3 of international space station		
lab selection		
lab strain		
laboratory		
laboratory acquired infection		
laboratory contaminant		
laboratory culture of mm66 was used to generate mm66 mutants expressing reduced expression of vancomycin-intermediate mechanism		
laboratory generated mutation		
laboratory mutant		
laboratory scale biofilters supplied with ammonia or dimethyl disulfide and ammonia		
laboratory scientist at walter reed army institute of research		
laboratory strain		
laboratory that catabolizes acetate fast and efficiently		
laboratory-derived		
laboratory, from streptomyces rimosusr6-500		
laboratory, from streptomyces rimosusr6-500mv9		
lake pamvotis surface sentiment		
lamp		
landfill leachate microcosm		
large outbreaks of gastrointestinal septicemia		
lassen national park		
latex		
lead-zinc mine tailings		
leaf hopper		
leathery lesion		
lechera		
left great toe		
left guttural pouch		
leg		
leg abcess		
leg abscess		
leg burn		
leg ulceration		
leg wound		
legionella pneumophila philadelphia-1 strain (genebank accession ae017354		
legionella pnumophila philadelphia-1 strain (genbank accession ae017354		
legionelosis		
legs and breast from supermarket		
lemna trisulca		
lesion		
lesion biopsy of a digital dermatitis lesion on an iowa dairy farm		
lesion site		
lesion swab of diarrheal isolate		
lesions		
less and more altered tuff		
leucaena (leucaena leucocephala l		
leucanthemum x superbum		
lgl		
light organ		
lignin-rich pulp mill waste		
likely sputum		
limestone		
lindberg collection		
lip abscess following vaccination on 11/01/2005		
liquid hand soap produced in greece		
litter heap		
litter on pastures		
littoral zone		
liver		
liver abscess		
liver and lung sample		
liver and mesentery		
liver ascites		
liver cyst		
liver meal		
liver of a moribound senegalese sole		
liver sample		
liver tissue		
liver, lungs & spleen		
liver; spleen		
local geographical source		
long beans		
lotissement massel, cayenne		
lotus field		
louisiana,the united states		
lower jet vents, marker 11		
lower leg ulcer		
lower respiratory tract		
lower right subgingival plaque		
loyalsock creek		
lung		
lung abscess		
lung aspirate		
lung biopsy		
lung fluid		
lung isolate		
lung sample		
lung sputum		
lung tissue		
lung tissue grind		
lung, liver, and heart sample		
lung, liver, and kidney sample		
lung, liver, and spleen sample		
lung, liver, kidney, and intestine sample		
lungs		
lungs (autopsy)		
lymph galnd		
lymph node		
lymph node tissue		
lymphaden		
madrid		
malaysia		
mammal		
mammary gland		
mammary tissue		
mandibular lymph node		
mandibular lymph nodes		
mandibular lymphnode (abscess)		
mandibular lymphnode abscess		
mandibular osteomyelitis		
manganese ore		
mangrove		
mangrove swamp		
manihot esculenta		
manripo area of south korea, with the genome of k		
mantle tissue		
manubrium		
mariculture system		
marine dinoflagellate		
marine fish farm		
marine hydrothermal vent		
marine rhodophyta		
marine shell fragment		
marjoram		
marker113 at caldera of axial seamount		
marketed probiotic product		
marmota baibacina corpse		
mars exploration rover		
massachusetts listeriosis outbreak		
mastitis		
mastitis clinica		
mastitis subclinica		
mastomys sp		
meat chopper / grinder in a danish slaughterhouse		
meat processing equipment		
meat production plant		
mecca province, saudi arabia		
medical center		
meleagris		
members of three generations of a family living		
meninges		
meningitis		
meringue		
mesophilic digester		
mesophilic methanogenic systems		
metal coupon in corrosion monitoring reactor in district heating plant		
methanogenic consortium capable of long-chain paraffin degradation (sdb culture) enriched from contaminated sediments of san diego bay, california; degrades n-alkanes from c25 to c50		
methanogenic purified terephthalic acid process wastewater treatment bioreactor		
methanol-degrading, sulfate-reducing bioreactor		
mettwurst		
mexico		
micro fuel cells		
microbial consortium that degraded 15 petroleum compounds or additives when provided		
microbial consortium that degrades poly(ethylene terephthalate) was sequenced to understand its unique catabolism		
microbial feature		
microbial fuel cell		
microcosm that could dechlorinate polychlorinated ethenes		
milking waiting area		
mineral media supplemented with vegetable oil		
mineral sulfide ore		
minnesota, usa		
misc		
missing		
missouri, usa		
mixed culture 16-3462 from mycobacteria growth indicator tube inoculated with human sputum sample containing mycobacterium tuberculosis and branchiibius sp. ny16-3462-2		
mixed-culture enriched from sewage using the chelating agent edta (binds divalent cations - ethylenediamine tetraacetic acid) as the sole carbon and nitrogen source		
mixture of 5 samples p1, p2, p67, p73, p74 isolated from the parent mutator strain pseudomonas fluorescens atcc 948		
mixture of 5 samples p4, p32, p49, p64, p79 isolated from the parent mutator strain pseudomonas fluorescens atcc 948		
mnng mutagenesis derived mutant of the parent strain nub36		
modern stromatolite community from socompa lake at 3800 m altitude placed near to the active volcano socompa		
mogens kilian, aarhus university, denmark		
mohei, a salt mine, yunnan province, china		
moist snuff tobacco		
moldova		
monsanto company		
monuments		
moore swab		
morocco		
mosquito breeding site		
moto starter of sake		
mouldy hay		
mountain cabin		
mouth		
mucinous adenoma		
mucoid sputum		
mucopurulent sputum		
mud volcano		
mukeunji		
mumbai was isolated and whole genome was sequenced using illumina sequencing		
mural paintings		
must of bobal grape variety		
musty egg		
mutant derived from s1114		
mutant of aw1.7		
myall plains bore well rn 106		
myanmar		
mycetoma of the foot		
myodes rufocanus		
myojin knoll, izu-bonin arc		
n		
n/a		
na		
nail bed		
nanchang		
natural fermentation feed		
natural host heterorhabditis bacteriophora		
natural salt pan		
natural thermal environment		
naturally acidic, extreme mining environment		
navel		
ncib 418		
neg		
nephotettix cincticeps		
nephretic drain fluid		
nephridia of a aporrectodea tuberculata specimen		
new guinea indigenes		
new plague focus		
new zealand pulp mill effluent		
newborn nursery		
newborn with bacteremia		
nicaragua		
nigg3		
ningxia, china		
nitrifying granule		
nitrifying inoculum		
no data		
no datase		
node 1 overhead 4 of international space station		
nodule		
nodules		
non cf tumor irradiated		
non-axenic unialgal culture; shallow tropical waters, normally from coral reef substrate		
non-pure culture		
nongonococcal urethritis		
nonsterile tissues such as skin		
nontoxigenic		
nontoxigenic environmental isolate from the gulf coast		
north america		
north queensland, australia		
north queensland,australia		
northern australia		
norway		
not applicable		
not available: to be reported later		
not collected		
not informed		
not isolated		
not known		
not recorded		
not specified		
np30 nitrate/perchlorate-reducing mixed microbial culture		
npa		
nr		
nuclear legacy waste site suspected for denitirification		
nukadoko		
nve		
nvsl		
nylon brush		
oat silage		
obscured		
obtained by transformation of the laboratory strain streptococcus pneumoniae r6		
occiput		
office building cooling tower		
oklahoma state university		
old fashioned weiners		
oligotrophic environment		
olive flounder (paralichthys olivaceus) cultured		
olive knot		
olive knot caused by pseudomonas savastanoi pv. savastanoi		
olive knots caused		
one of the real sample which caused food-borne outbreake		
one of the real sample which caused food-borne outbreakes		
open drain run-off channel of a bore in the great artesian basin		
open fracture		
operating theater		
or, usa		
oregon greenhouse population		
organ		
organic manure		
organic material		
organically rich wetland		
original b31 isolate, lacking plasmids lp5 and lp56		
original isolate from factory - external area		
orthoquartzite cave surface		
osteomyelitis		
osteomyelitis aspirate		
other		
other sterile site		
outbreak		
outbreak of eucalyptus blight and dieback		
outdoor hot tub		
outside north channel, kaneohe bay, oahu, hawaii		
overheated manure compost		
ovicells		
oviduct		
p1 of yfp-cam to mg1655 from e. coli stock center		
paddies		
paddy field		
paddy field, sungai manik, malaysia		
palm oil mill effluent degrading anaerobic digester		
palma de mallorca		
panama canal zone		
paocai		
paralichthys olivaceus		
paralvinella sp		
parent strain csf 259-93 passaged withrifampicin		
parent strain csf 259-93 passagedwithout rifampicin		
parent strain ru1 evolved under selective conditions; bhi evolved gen 950 population gs		
parent strain ru1 evolved under selective conditions; lb evolved gen 500 population gs		
parent strain ru1 evolved under selective conditions; mutation accumulation gen 5900 lb gs		
parent strain ru2 evolved under selective conditions; bhi evolved gen 950 population gs		
parent strain ru2 evolved under selective conditions; lb evolved gen 500 population gs		
parent strain thc 02-90 passaged withrifampicin		
parent strain thc 02-90 passagedwithout rifampicin		
parenteral nutrition bags		
parotid		
parotid abscess		
parotid gland		
partial-nitritation anammox (pna) reactor; full scale (600m3) reactor for the removal of ammonium from wastewater from the potato processing industry		
pasture gramineae		
pathogenic strain (8.1b)		
patient isolate		
patient room		
pbmc		
pe		
peduncle		
peg tube drainage		
peloid bath at spa		
pelotas		
peribile duct tissue		
persistent mastitis		
peru		
peter pan peanut butter outbreak		
petiole		
pharmaceutical product		
pharmaceutical production line		
pharmaseutical clean room of a vaccine-producing company		
phaseolus vulgaris		
phenylobacterium immobile strain e (dsm 1986)		
philander sp		
phlegmon pus		
phleum pratense		
physical		
piaroa amerindian with acute superficial gastritis		
piece of a hydrothermal sulfide chimney that was emitting hydrothermal fluid at temperatures up to 302°c and a depth of 2,290 m		
pilosebaceous unit		
pin tract		
pineapple soft rot		
pink berry consortia from the sippewissett salt marsh		
pink berry consortia of the sippewissett salt marsh		
pink filamentous streamers occurring in the upper outflow channel of octopus spring in yellowstone national park, wyoming		
pintassilgo field from potiguar basin		
piper betle		
pla-chom		
plantar heel		
plautia stali symbiont was collected from midgut ceca.		
poa trivialis		
pobuzihi (fermented cummingcordia)		
polluted environment		
poncirus trifoliata		
pooled liver/lung homogenate from an aborted fetus		
pooled rumen fluid		
port crew quarters bump-out exterior aft wall of international space station		
portugal:lisbon		
post mortem brain		
post surgical secretion		
postoperative meningitis		
potash mine tailings		
potassium feldspar mining area		
power plant biotrickling filter		
pozzo dei cristalli sulfidic cavestream		
pre-filter water-work		
prepuce		
preputial scraping		
preputial swab		
primate facility		
primula officinalis		
product		
promops sp		
protoplast breeding		
pruno		
psittacosis outbreak		
puds swab		
puerto rico		
puget sound		
pulp and paper samples		
punction		
punctuat		
puncture		
purchased from dsmz		
pure		
pure bacterial culture		
pure culture of the bacterium grown		
pure culture of the bacteriumthis is the first complete genome for methicillin resistance staphylococcus aureus (mrsa) clone st93		
purple siltstone		
purulent abscess		
pus axilla		
pve		
px colon		
pyogenic fluids		
qaidam basin		
qc org:atcc 27853		
quebec, ca		
r colon		
ragi		
ragi-local market		
rambutan		
rana pipiens		
ras biofilter		
re-isolation from dsm 1974		
recent outbreak of pneumonic plague		
recent outbreak of proctitis		
reconstituted formula which had not been fed to infant		
recrudescent case		
redon		
refractory endodontic lesions		
reisolated from a dsmz cell culture		
reisolation from jw701/3=dsm1974		
remains of reconstituted infant formula fed to infant		
remire town, roadside		
resp cx		
resurrection bay		
reticulitermes flavipes hindgut		
retroauricular crease		
retroper. abscess		
rhombomys opimus		
rice creek field station		
rice cultivar br-irga 409		
rice cultivar br-irga 420		
rice field sample		
ro - liquid (wip)		
rock salt obtained from danakil depression in ethiopia		
ropy beer		
rotten coconut collected		
rubing		
rusted steel wire rope		
r�o frio, mexico, and was isolated from caseous matherial found		
saanich inlet		
saccharum officinarum		
sacrum		
sainfoin		
saknas		
salame-soprasetta		
salar de atacama, atacama desert		
salpinx		
sample		
sample #3730, push core (pc) 16 from cruise r/v atlantis leg at-15-68, alvin dive 4635 at hydrate ridge south from a site of active methane seepage, the upper 0-6 cm of sediment from the push core was used		
